Fecha inicial;PM2.5
30/01/2024 2:59;16,03
30/01/2024 1:59;13,62
30/01/2024 0:59;13,04
29/01/2024 23:59;15,8
29/01/2024 22:59;16,73
29/01/2024 21:59;15,32
29/01/2024 20:59;16,67
29/01/2024 19:59;13,25
29/01/2024 18:59;9,73
29/01/2024 17:59;10,67
29/01/2024 16:59;12,23
29/01/2024 15:59;11,84
29/01/2024 14:59;11,34
29/01/2024 13:59;4,28
29/01/2024 12:59;3,5
29/01/2024 11:59;3,75
29/01/2024 10:59;6,26
29/01/2024 9:59;9,84
29/01/2024 8:59;9,2
29/01/2024 7:59;10,36
29/01/2024 6:59;11,78
29/01/2024 5:59;11,86
29/01/2024 4:59;11,49
29/01/2024 3:59;12,8
29/01/2024 2:59;12,16
29/01/2024 1:59;12,39
29/01/2024 0:59;12,34
28/01/2024 23:59;12,43
28/01/2024 22:59;12,58
28/01/2024 21:59;12,03
28/01/2024 20:59;10,82
28/01/2024 19:59;10,15
28/01/2024 18:59;9,03
28/01/2024 16:59;11,19
28/01/2024 15:59;10,99
28/01/2024 14:59;11,15
28/01/2024 13:59;10,84
28/01/2024 12:59;11,41
28/01/2024 11:59;12,47
28/01/2024 10:59;13,21
28/01/2024 9:59;14,22
28/01/2024 8:59;20,25
28/01/2024 7:59;25,44
28/01/2024 6:59;29,27
28/01/2024 5:59;31,12
28/01/2024 4:59;34,02
28/01/2024 3:59;30,4
28/01/2024 2:59;25,18
28/01/2024 1:59;20,17
28/01/2024 0:59;22,06
27/01/2024 23:59;22,4
27/01/2024 22:59;20,43
27/01/2024 21:59;17,2
27/01/2024 20:59;23,61
27/01/2024 19:59;17,24
27/01/2024 18:59;15,83
27/01/2024 17:59;13,84
27/01/2024 16:59;13,08
27/01/2024 15:59;11,37
27/01/2024 14:59;10,4
27/01/2024 13:59;10,2
27/01/2024 12:59;8,16
27/01/2024 11:59;9,43
27/01/2024 10:59;14,15
27/01/2024 9:59;14,92
27/01/2024 8:59;23,42
27/01/2024 7:59;42,79
27/01/2024 6:59;51,62
27/01/2024 5:59;47
27/01/2024 4:59;50,44
27/01/2024 3:59;48,02
27/01/2024 2:59;37,27
27/01/2024 1:59;36,58
27/01/2024 0:59;33,5
26/01/2024 23:59;17,53
26/01/2024 22:59;9,97
26/01/2024 21:59;10,49
26/01/2024 20:59;10,32
26/01/2024 19:59;11
26/01/2024 18:59;10,99
26/01/2024 17:59;7,67
26/01/2024 16:59;7,24
26/01/2024 15:59;6,58
26/01/2024 14:59;7,71
26/01/2024 13:59;7,22
26/01/2024 12:59;7,82
26/01/2024 11:59;12,82
26/01/2024 10:59;20,04
26/01/2024 9:59;22,67
26/01/2024 8:59;31,24
26/01/2024 7:59;52,74
26/01/2024 6:59;62,21
26/01/2024 5:59;63,33
26/01/2024 4:59;67,53
26/01/2024 3:59;68,81
26/01/2024 2:59;75,66
26/01/2024 1:59;104,15
26/01/2024 0:59;75,44
25/01/2024 23:59;23,64
25/01/2024 22:59;11,32
25/01/2024 21:59;9,22
25/01/2024 20:59;8,13
25/01/2024 20:00;7,31
25/01/2024 19:00;7,92
25/01/2024 18:00;7,45
25/01/2024 16:59;7,05
25/01/2024 15:59;7,4
25/01/2024 14:59;13,05
25/01/2024 13:59;13,78
25/01/2024 12:59;11,75
25/01/2024 11:59;17,16
25/01/2024 10:59;26,99
25/01/2024 9:59;44,14
25/01/2024 8:59;82,01
25/01/2024 7:59;52,23
25/01/2024 6:59;35,05
25/01/2024 5:59;27,71
25/01/2024 4:59;31,05
25/01/2024 3:59;24,3
25/01/2024 2:59;16,62
25/01/2024 1:59;21,37
25/01/2024 0:59;7,85
24/01/2024 23:59;15,67
24/01/2024 22:59;12,56
24/01/2024 21:59;8,79
24/01/2024 20:59;6,66
24/01/2024 19:59;6,36
24/01/2024 18:59;7,33
24/01/2024 17:59;4,38
24/01/2024 16:59;3,29
24/01/2024 15:59;3,75
24/01/2024 14:59;3,29
24/01/2024 13:59;27,7
24/01/2024 12:59;24,66
24/01/2024 11:59;26,98
24/01/2024 10:59;19,08
24/01/2024 9:59;17,48
24/01/2024 8:59;11,11
24/01/2024 7:59;24,5
24/01/2024 6:59;28,45
24/01/2024 5:59;23,89
24/01/2024 4:59;14,65
24/01/2024 3:59;18,14
24/01/2024 2:59;17,58
24/01/2024 1:59;14,62
24/01/2024 0:59;12,06
23/01/2024 23:59;11,05
23/01/2024 22:59;9,58
23/01/2024 21:59;9,2
23/01/2024 20:59;6,81
23/01/2024 19:59;8,7
23/01/2024 18:59;9,62
23/01/2024 17:59;5,34
23/01/2024 16:59;3,99
23/01/2024 15:59;3,5
23/01/2024 14:59;5,6
23/01/2024 13:59;8,17
23/01/2024 12:59;7,26
23/01/2024 11:59;3,35
23/01/2024 10:59;3,06
23/01/2024 9:59;2,95
23/01/2024 8:59;2,71
23/01/2024 7:59;12,34
23/01/2024 6:59;23,29
23/01/2024 5:59;17,99
23/01/2024 4:59;15,4
23/01/2024 3:59;14,46
23/01/2024 2:59;10,25
23/01/2024 1:59;10,75
23/01/2024 0:59;8,92
22/01/2024 23:59;7,63
22/01/2024 22:59;7,57
22/01/2024 21:59;6,83
22/01/2024 20:59;7,87
22/01/2024 19:59;6,96
22/01/2024 18:59;6,66
22/01/2024 17:59;5,5
22/01/2024 16:59;2,87
22/01/2024 15:59;2,58
22/01/2024 14:59;3,05
22/01/2024 13:59;2,71
22/01/2024 12:59;2,42
22/01/2024 11:59;2,46
22/01/2024 10:59;2,62
22/01/2024 9:59;2,31
22/01/2024 8:59;3,27
22/01/2024 7:59;6,1
22/01/2024 6:59;8,95
22/01/2024 5:59;6,25
22/01/2024 4:59;6,48
22/01/2024 3:59;6,54
22/01/2024 2:59;5,21
22/01/2024 1:59;6,65
22/01/2024 0:59;8,39
21/01/2024 23:59;6,42
21/01/2024 22:59;7,06
21/01/2024 21:59;9,22
21/01/2024 20:59;9,75
21/01/2024 19:59;7,95
21/01/2024 18:59;7,05
21/01/2024 17:59;5,75
21/01/2024 16:59;4,51
21/01/2024 15:59;3,77
21/01/2024 14:59;3,84
21/01/2024 13:59;3,84
21/01/2024 12:59;3,53
21/01/2024 11:59;4,06
21/01/2024 10:59;3,95
21/01/2024 9:59;3,53
21/01/2024 8:59;3,63
21/01/2024 7:59;4,05
21/01/2024 6:59;3,33
21/01/2024 5:59;3,59
21/01/2024 4:59;6,63
21/01/2024 3:59;9,75
21/01/2024 2:59;12,1
21/01/2024 1:59;13,81
21/01/2024 0:59;14,28
20/01/2024 23:59;12,66
20/01/2024 22:59;7,2
20/01/2024 21:59;9,22
20/01/2024 20:59;8,3
20/01/2024 19:59;8,78
20/01/2024 18:59;6,02
20/01/2024 17:59;4,94
20/01/2024 16:59;4,28
20/01/2024 15:59;2,37
20/01/2024 14:59;2,92
20/01/2024 13:59;2,59
20/01/2024 12:59;2,16
20/01/2024 11:59;2,63
20/01/2024 10:59;6
20/01/2024 9:59;8,58
20/01/2024 8:59;12,41
20/01/2024 7:59;15,34
20/01/2024 6:59;19,3
20/01/2024 5:59;18,05
20/01/2024 4:59;17,5
20/01/2024 3:59;19,2
20/01/2024 2:59;13,26
20/01/2024 1:59;12,1
20/01/2024 0:59;12,02
19/01/2024 23:59;14,53
19/01/2024 22:59;7,33
19/01/2024 21:59;7,36
19/01/2024 20:59;8,43
19/01/2024 19:59;7,72
19/01/2024 18:59;5,72
19/01/2024 17:59;6,62
19/01/2024 16:59;4,48
19/01/2024 15:59;3,75
19/01/2024 14:59;3,34
19/01/2024 13:59;5,54
19/01/2024 12:59;2,98
19/01/2024 11:59;3,36
19/01/2024 10:59;4,15
19/01/2024 9:59;5,28
19/01/2024 8:59;5,7
19/01/2024 7:59;16,45
19/01/2024 6:59;25,37
19/01/2024 5:59;9,69
19/01/2024 4:59;10
19/01/2024 3:59;8,9
19/01/2024 2:59;6,05
19/01/2024 1:59;3,22
19/01/2024 0:59;7,14
18/01/2024 23:59;4,11
18/01/2024 22:59;4,19
18/01/2024 21:59;7,87
18/01/2024 20:59;5,83
18/01/2024 19:59;6,29
18/01/2024 18:59;6,17
18/01/2024 17:59;5,45
18/01/2024 16:59;4,31
18/01/2024 15:59;3,6
18/01/2024 14:59;3,69
18/01/2024 13:59;4,28
18/01/2024 12:59;3,75
18/01/2024 11:59;3,15
18/01/2024 10:59;3,39
18/01/2024 9:59;3,91
18/01/2024 8:59;4,02
18/01/2024 7:59;7,94
18/01/2024 6:59;11,16
18/01/2024 5:59;16,02
18/01/2024 4:59;12,49
18/01/2024 3:59;8,52
18/01/2024 2:59;7,87
18/01/2024 1:59;8,87
18/01/2024 0:59;11,79
17/01/2024 23:59;10,46
17/01/2024 22:59;7,38
17/01/2024 21:59;9,92
17/01/2024 20:59;10,66
17/01/2024 19:59;5,8
17/01/2024 18:59;5,5
17/01/2024 17:59;4,82
17/01/2024 16:59;3,32
17/01/2024 15:59;2,94
17/01/2024 14:59;3,92
17/01/2024 13:59;3,92
17/01/2024 12:59;4,11
17/01/2024 11:59;3,66
17/01/2024 10:59;4,09
17/01/2024 9:59;4,24
17/01/2024 8:59;8,05
17/01/2024 7:59;18,53
17/01/2024 6:59;20,61
17/01/2024 5:59;23,58
17/01/2024 4:59;15,36
17/01/2024 3:59;14,18
17/01/2024 2:59;9,71
17/01/2024 1:59;7,85
17/01/2024 0:59;5,42
16/01/2024 23:59;6,71
16/01/2024 22:59;5,7
16/01/2024 21:59;5,37
16/01/2024 20:59;5,72
16/01/2024 19:59;5,77
16/01/2024 18:59;5,37
16/01/2024 17:59;7,48
16/01/2024 16:59;4,65
16/01/2024 15:59;3,55
16/01/2024 14:59;3,28
16/01/2024 13:59;3,2
16/01/2024 12:59;2,95
16/01/2024 11:59;2,86
16/01/2024 10:59;2,76
16/01/2024 9:59;3,23
16/01/2024 8:59;6,77
16/01/2024 8:00;17,16
16/01/2024 7:00;22,31
16/01/2024 6:00;14,92
16/01/2024 5:00;11,38
16/01/2024 4:00;8,23
16/01/2024 3:00;7,28
16/01/2024 2:00;8,52
16/01/2024 1:00;9,14
16/01/2024 0:00;5,12
15/01/2024 23:00;4,69
15/01/2024 22:00;5,68
15/01/2024 21:00;5,14
15/01/2024 20:00;3,84
15/01/2024 19:00;4,36
15/01/2024 18:00;4,23
15/01/2024 17:00;3,38
15/01/2024 16:00;2,92
15/01/2024 14:59;3,1
15/01/2024 13:59;3,12
15/01/2024 12:59;3,78
15/01/2024 12:00;3,78
15/01/2024 11:00;3,57
15/01/2024 9:59;3,92
15/01/2024 8:59;7,9
15/01/2024 8:00;19,3
15/01/2024 7:00;19,16
15/01/2024 6:00;19,31
15/01/2024 5:00;8,89
15/01/2024 4:00;11,35
15/01/2024 3:00;11,19
15/01/2024 2:00;11,74
15/01/2024 1:00;10,47
15/01/2024 0:00;9,3
14/01/2024 23:00;9,78
14/01/2024 22:00;9,18
14/01/2024 21:00;9,11
14/01/2024 20:00;8,91
14/01/2024 19:00;7,79
14/01/2024 18:00;7,33
14/01/2024 17:00;6,98
14/01/2024 16:00;6,15
14/01/2024 15:00;5,93
14/01/2024 14:00;5,94
14/01/2024 13:00;5,01
14/01/2024 12:00;5,24
14/01/2024 11:00;6,06
14/01/2024 9:59;9,12
14/01/2024 8:59;10,43
14/01/2024 8:00;17,91
14/01/2024 7:00;18,98
14/01/2024 6:00;16,1
14/01/2024 5:00;14,67
14/01/2024 4:00;13,83
14/01/2024 3:00;13,47
14/01/2024 2:00;11,96
14/01/2024 1:00;11,89
14/01/2024 0:00;10,66
13/01/2024 22:59;10,63
13/01/2024 22:00;10,95
13/01/2024 20:59;9,43
13/01/2024 20:00;10,33
13/01/2024 19:00;11,67
13/01/2024 18:00;10,47
13/01/2024 16:59;9,45
13/01/2024 15:59;9,43
13/01/2024 15:00;9,8
13/01/2024 13:59;11,07
13/01/2024 12:59;6,92
13/01/2024 11:59;7,72
13/01/2024 10:59;8,41
13/01/2024 9:59;10,76
13/01/2024 8:59;12,49
13/01/2024 8:00;15,9
13/01/2024 7:00;19,09
13/01/2024 6:00;12,05
13/01/2024 5:00;12,31
13/01/2024 4:00;8,22
13/01/2024 3:00;10,73
13/01/2024 2:00;12,95
13/01/2024 1:00;12,21
13/01/2024 0:00;12,99
12/01/2024 23:00;11,82
12/01/2024 22:00;9,53
12/01/2024 21:00;10,47
12/01/2024 20:00;11,64
12/01/2024 19:00;9,35
12/01/2024 18:00;7,53
12/01/2024 17:00;6,91
12/01/2024 16:00;5,36
12/01/2024 14:59;4,06
12/01/2024 13:59;3,69
12/01/2024 12:59;3,55
12/01/2024 12:00;4,71
12/01/2024 11:00;9,25
12/01/2024 10:00;10,18
12/01/2024 9:00;12,64
12/01/2024 8:00;15,86
12/01/2024 7:00;15,72
12/01/2024 6:00;17,63
12/01/2024 5:00;12,76
12/01/2024 4:00;10,91
12/01/2024 3:00;11,51
12/01/2024 2:00;10,86
12/01/2024 1:00;9,96
12/01/2024 0:00;9,87
11/01/2024 23:00;9,9
11/01/2024 22:00;9,38
11/01/2024 21:00;8,79
11/01/2024 20:00;8,44
11/01/2024 19:00;12,29
11/01/2024 18:00;10,57
11/01/2024 17:00;9,33
11/01/2024 16:00;7,08
11/01/2024 14:59;3,12
11/01/2024 13:59;3,43
11/01/2024 12:59;3,37
11/01/2024 12:00;3,65
11/01/2024 11:00;3,48
11/01/2024 10:00;3,31
11/01/2024 9:00;5,33
11/01/2024 8:00;14,35
11/01/2024 7:00;19,78
11/01/2024 6:00;14,64
11/01/2024 5:00;8,53
11/01/2024 4:00;5,88
11/01/2024 3:00;5,36
11/01/2024 2:00;5,82
11/01/2024 1:00;5,48
11/01/2024 0:00;7,3
10/01/2024 23:00;5,97
10/01/2024 22:00;5,15
10/01/2024 21:00;7,32
10/01/2024 20:00;5,59
10/01/2024 19:00;5,7
10/01/2024 18:00;3,94
10/01/2024 17:00;3,4
10/01/2024 17:00;2,72
10/01/2024 16:00;2,57
10/01/2024 15:00;3,46
10/01/2024 14:00;3,15
10/01/2024 13:00;2,69
10/01/2024 12:00;4,73
10/01/2024 11:00;6,14
10/01/2024 10:00;9,1
10/01/2024 9:00;17,43
10/01/2024 8:00;20,6
10/01/2024 7:00;20,26
10/01/2024 6:00;18,23
10/01/2024 5:00;16,76
10/01/2024 4:00;11,24
10/01/2024 3:00;12,53
10/01/2024 2:00;11,14
10/01/2024 1:00;10,16
10/01/2024 0:00;6,61
9/01/2024 23:00;6,98
9/01/2024 22:00;7,02
9/01/2024 21:00;7,33
9/01/2024 20:00;6,04
9/01/2024 19:00;5,98
9/01/2024 18:00;6,16
9/01/2024 17:00;4,36
9/01/2024 16:00;3,88
9/01/2024 15:00;3,78
9/01/2024 14:00;5,02
9/01/2024 13:00;3,55
9/01/2024 12:00;3,81
9/01/2024 11:00;6,87
9/01/2024 10:00;14,86
9/01/2024 9:00;22,55
9/01/2024 8:00;27,55
9/01/2024 7:00;16,66
9/01/2024 6:00;14,56
9/01/2024 5:00;13,06
9/01/2024 4:00;12,22
9/01/2024 3:00;8,62
9/01/2024 2:00;9,86
9/01/2024 1:00;9,82
9/01/2024 0:00;7,35
8/01/2024 23:00;8,18
8/01/2024 22:00;7,49
8/01/2024 21:00;7,3
8/01/2024 20:00;8,26
8/01/2024 19:00;6,82
8/01/2024 18:00;5,27
8/01/2024 17:00;4,3
8/01/2024 16:00;4,6
8/01/2024 15:00;4,36
8/01/2024 14:00;3,6
8/01/2024 13:00;4,37
8/01/2024 12:00;4,89
8/01/2024 11:00;4,14
8/01/2024 10:00;11
8/01/2024 9:00;12,93
8/01/2024 8:00;11,1
8/01/2024 7:00;13,39
8/01/2024 6:00;10,88
8/01/2024 5:00;9,9
8/01/2024 4:00;7,96
8/01/2024 3:00;8,2
8/01/2024 2:00;7,66
8/01/2024 1:00;6,09
8/01/2024 0:00;6,05
7/01/2024 23:00;6,16
7/01/2024 22:00;6,69
7/01/2024 21:00;8,55
7/01/2024 20:00;13,01
7/01/2024 19:00;8,36
7/01/2024 18:00;6,9
7/01/2024 17:00;5,91
7/01/2024 16:00;4,15
7/01/2024 15:00;4,24
7/01/2024 14:00;3,64
7/01/2024 13:00;3,23
7/01/2024 12:00;3,05
7/01/2024 11:00;4,42
7/01/2024 10:00;8,28
7/01/2024 9:00;18,7
7/01/2024 8:00;30,73
7/01/2024 7:00;13,12
7/01/2024 6:00;8,43
7/01/2024 5:00;7,83
7/01/2024 4:00;5,79
7/01/2024 3:00;7,78
7/01/2024 2:00;7,41
7/01/2024 1:00;5,87
7/01/2024 0:00;6,88
6/01/2024 23:00;8,18
6/01/2024 22:00;4,86
6/01/2024 21:00;5,81
6/01/2024 20:00;7,11
6/01/2024 19:00;8
6/01/2024 18:00;5,87
6/01/2024 17:00;3,53
6/01/2024 16:00;3,93
6/01/2024 15:00;3,43
6/01/2024 14:00;2,92
6/01/2024 13:00;3,39
6/01/2024 12:00;5
6/01/2024 11:00;7,61
6/01/2024 10:00;17,99
6/01/2024 9:00;19,41
6/01/2024 8:00;23,41
6/01/2024 7:00;23,14
6/01/2024 6:00;17,8
6/01/2024 5:00;10,91
6/01/2024 4:00;9,12
6/01/2024 3:00;10,98
6/01/2024 2:00;8,68
6/01/2024 1:00;9,71
6/01/2024 0:00;8,1
5/01/2024 23:00;8,39
5/01/2024 22:00;9,15
5/01/2024 21:00;9,25
5/01/2024 20:00;8,46
5/01/2024 19:00;7,74
5/01/2024 18:00;6,74
5/01/2024 17:00;6,73
5/01/2024 16:00;6,1
5/01/2024 15:00;5,59
5/01/2024 14:00;4,8
5/01/2024 13:00;4,98
5/01/2024 12:00;7,26
5/01/2024 11:00;10,53
5/01/2024 10:00;12,11
5/01/2024 9:00;14,86
5/01/2024 8:00;15,16
5/01/2024 7:00;11,93
5/01/2024 6:00;9,18
5/01/2024 5:00;9,12
5/01/2024 4:00;7,43
5/01/2024 3:00;7,66
5/01/2024 2:00;6,6
5/01/2024 1:00;5,33
5/01/2024 0:00;6,62
4/01/2024 23:00;7,21
4/01/2024 22:00;6,89
4/01/2024 21:00;8,3
4/01/2024 20:00;8,16
4/01/2024 19:00;5,85
4/01/2024 18:00;4,97
4/01/2024 17:00;4,38
4/01/2024 16:00;3,6
4/01/2024 15:00;2,77
4/01/2024 14:00;3,48
4/01/2024 13:00;4,66
4/01/2024 12:00;5,02
4/01/2024 11:00;6,1
4/01/2024 10:00;10,82
4/01/2024 9:00;18,39
4/01/2024 8:00;20,08
4/01/2024 7:00;14,47
4/01/2024 6:00;11,27
4/01/2024 5:00;7,88
4/01/2024 4:00;4,2
4/01/2024 3:00;5,19
4/01/2024 2:00;3,02
4/01/2024 1:00;3,93
4/01/2024 0:00;4,89
3/01/2024 23:00;5,23
3/01/2024 22:00;6,01
3/01/2024 21:00;6,27
3/01/2024 20:00;6,05
3/01/2024 19:00;6,3
3/01/2024 18:00;4,98
3/01/2024 17:00;5,34
3/01/2024 16:00;3,93
3/01/2024 15:00;4,25
3/01/2024 14:00;5,04
3/01/2024 13:00;4,81
3/01/2024 12:00;5,15
3/01/2024 11:00;5,98
3/01/2024 10:00;9,67
3/01/2024 9:00;15,08
3/01/2024 8:00;14,77
3/01/2024 7:00;19,19
3/01/2024 6:00;15,27
3/01/2024 5:00;8,29
3/01/2024 4:00;8,98
3/01/2024 3:00;7,26
3/01/2024 2:00;5,96
3/01/2024 1:00;6,29
3/01/2024 0:00;9,27
2/01/2024 23:00;8,68
2/01/2024 22:00;7,54
2/01/2024 21:00;8,08
2/01/2024 20:00;8,1
2/01/2024 19:00;7,54
2/01/2024 18:00;7,47
2/01/2024 17:00;5,06
2/01/2024 16:00;4,46
2/01/2024 15:00;4,02
2/01/2024 14:00;4,4
2/01/2024 13:00;5,6
2/01/2024 12:00;6,97
2/01/2024 11:00;8,1
2/01/2024 10:00;9,88
2/01/2024 9:00;13,51
2/01/2024 8:00;10,49
2/01/2024 7:00;12,4
2/01/2024 6:00;11,64
2/01/2024 5:00;10,16
2/01/2024 4:00;9,06
2/01/2024 3:00;10,01
2/01/2024 2:00;9,39
2/01/2024 1:00;8,57
2/01/2024 0:00;7,73
1/01/2024 23:00;7,79
1/01/2024 22:00;9,02
1/01/2024 21:00;10,22
1/01/2024 20:00;8,14
1/01/2024 19:00;6,72
1/01/2024 18:00;4,96
1/01/2024 17:00;3,52
1/01/2024 16:00;3
1/01/2024 15:00;3,2
1/01/2024 14:00;3,88
1/01/2024 13:00;4,25
1/01/2024 12:00;3,71
1/01/2024 11:00;7,5
1/01/2024 10:00;20,82
1/01/2024 9:00;34,66
1/01/2024 8:00;35,99
1/01/2024 7:00;33,58
1/01/2024 6:00;34,29
1/01/2024 5:00;38,11
1/01/2024 4:00;35,35
1/01/2024 3:00;43,87
1/01/2024 2:00;62,03
1/01/2024 1:00;56,28
1/01/2024 0:00;20,29
31/12/2023 22:00;19,13
31/12/2023 21:00;21,88
31/12/2023 20:00;16,59
31/12/2023 19:00;10,08
31/12/2023 18:00;7,23
31/12/2023 17:00;4,05
31/12/2023 15:00;5,35
31/12/2023 14:00;4,93
31/12/2023 13:00;5,31
31/12/2023 12:00;7,88
31/12/2023 11:00;6,6
31/12/2023 10:00;8,16
31/12/2023 9:00;9,2
31/12/2023 8:00;11,12
31/12/2023 7:00;10,39
31/12/2023 6:00;11,03
31/12/2023 5:00;8,21
31/12/2023 4:00;9,16
31/12/2023 3:00;9,08
31/12/2023 2:00;9,26
31/12/2023 1:00;11,5
31/12/2023 0:00;9,1
30/12/2023 23:00;7,08
30/12/2023 22:00;7,04
30/12/2023 21:00;8,38
30/12/2023 20:00;7,13
30/12/2023 19:00;6,71
30/12/2023 18:00;5,78
30/12/2023 17:00;5,28
30/12/2023 16:00;4,94
30/12/2023 15:00;6,28
30/12/2023 14:00;5,37
30/12/2023 13:00;4,33
30/12/2023 12:00;5
30/12/2023 11:00;4,9
30/12/2023 10:00;6,6
30/12/2023 9:00;10,08
30/12/2023 8:00;14,52
30/12/2023 7:00;13,51
30/12/2023 6:00;11,74
30/12/2023 5:00;9,14
30/12/2023 4:00;9,14
30/12/2023 3:00;7,98
30/12/2023 2:00;6,99
30/12/2023 1:00;6,07
30/12/2023 0:00;6,29
29/12/2023 23:00;7,09
29/12/2023 22:00;11,29
29/12/2023 21:00;11,17
29/12/2023 20:00;7,6
29/12/2023 19:00;7,65
29/12/2023 18:00;6,06
29/12/2023 17:00;8,15
29/12/2023 16:00;4,93
29/12/2023 15:00;3,48
29/12/2023 14:00;4,12
29/12/2023 13:00;4,54
29/12/2023 12:00;5,62
29/12/2023 11:00;5,1
29/12/2023 10:00;10,16
29/12/2023 9:00;13,33
29/12/2023 8:00;12,8
29/12/2023 7:00;11,25
29/12/2023 6:00;9,77
29/12/2023 5:00;5,03
29/12/2023 4:00;4,42
29/12/2023 3:00;4,35
29/12/2023 2:00;4,94
29/12/2023 1:00;4,33
29/12/2023 0:00;6,27
28/12/2023 23:00;5,29
28/12/2023 22:00;5,08
28/12/2023 21:00;4,62
28/12/2023 20:00;3,59
28/12/2023 17:00;6,01
28/12/2023 16:00;4,33
28/12/2023 15:00;2,93
28/12/2023 14:00;3,95
28/12/2023 13:00;5,3
28/12/2023 12:00;8,25
28/12/2023 11:00;7,57
28/12/2023 9:00;13,25
28/12/2023 8:00;15,87
28/12/2023 7:00;17,82
28/12/2023 6:00;12,18
28/12/2023 5:00;11,95
28/12/2023 4:00;9,78
28/12/2023 3:00;9,03
28/12/2023 2:00;8,88
28/12/2023 1:00;8,26
28/12/2023 0:00;8,51
27/12/2023 23:00;9,56
27/12/2023 22:00;10,37
27/12/2023 21:00;10,37
27/12/2023 20:00;8,38
27/12/2023 19:00;5,65
27/12/2023 18:00;6,9
27/12/2023 17:00;3,25
27/12/2023 16:00;2,71
27/12/2023 15:00;2,54
27/12/2023 14:00;2,8
27/12/2023 13:00;2,72
27/12/2023 12:00;5,74
27/12/2023 11:00;4,61
27/12/2023 10:00;9,54
27/12/2023 9:00;7,71
27/12/2023 8:00;11,2
27/12/2023 7:00;8,53
27/12/2023 6:00;7,69
27/12/2023 5:00;4,43
27/12/2023 4:00;5,56
27/12/2023 3:00;4,18
27/12/2023 2:00;3,96
27/12/2023 1:00;2,2
27/12/2023 0:00;1,93
26/12/2023 23:00;3,19
26/12/2023 22:00;2,39
26/12/2023 21:00;2,27
26/12/2023 20:00;3,92
26/12/2023 19:00;2,77
26/12/2023 18:00;3,45
26/12/2023 17:00;3,1
26/12/2023 16:00;2,98
26/12/2023 15:00;3,32
26/12/2023 14:00;3,18
26/12/2023 13:00;3,59
26/12/2023 12:00;3,44
26/12/2023 11:00;4,23
26/12/2023 10:00;4,11
26/12/2023 9:00;5,03
26/12/2023 8:00;6,35
26/12/2023 7:00;6,89
26/12/2023 6:00;6,32
26/12/2023 5:00;5,41
26/12/2023 4:00;4,76
26/12/2023 3:00;4,24
26/12/2023 2:00;2,55
26/12/2023 1:00;2,47
26/12/2023 0:00;1,93
25/12/2023 23:00;2,17
25/12/2023 22:00;2,81
25/12/2023 21:00;3,96
25/12/2023 20:00;3,53
25/12/2023 19:00;3,79
25/12/2023 18:00;3,86
25/12/2023 17:00;3,36
25/12/2023 16:00;3,04
25/12/2023 15:00;3,1
25/12/2023 14:00;2,97
25/12/2023 13:00;2,63
25/12/2023 12:00;3,36
25/12/2023 11:00;4,75
25/12/2023 10:00;7,63
25/12/2023 9:00;16,07
25/12/2023 8:00;17,28
25/12/2023 7:00;18,21
25/12/2023 6:00;17,12
25/12/2023 5:00;24,58
25/12/2023 4:00;20,76
25/12/2023 3:00;24,61
25/12/2023 2:00;22,7
25/12/2023 1:00;18,77
25/12/2023 0:00;19,03
24/12/2023 23:00;16,46
24/12/2023 22:00;16,45
24/12/2023 21:00;22,31
24/12/2023 20:00;11
24/12/2023 19:00;6,83
24/12/2023 18:00;4,38
24/12/2023 17:00;3,72
24/12/2023 16:00;3,31
24/12/2023 15:00;3,87
24/12/2023 14:00;3,55
24/12/2023 13:00;3,07
24/12/2023 12:00;3,29
24/12/2023 11:00;3,74
24/12/2023 10:00;7,82
24/12/2023 9:00;11,64
24/12/2023 8:00;13,56
24/12/2023 7:00;13,02
24/12/2023 6:00;12,19
24/12/2023 5:00;8,36
24/12/2023 4:00;8,34
24/12/2023 3:00;6,62
24/12/2023 2:00;8,98
24/12/2023 1:00;10,78
24/12/2023 0:00;15,71
23/12/2023 23:00;8,39
23/12/2023 22:00;10,56
23/12/2023 21:00;7,91
23/12/2023 20:00;7,54
23/12/2023 19:00;6,9
23/12/2023 18:00;5,07
23/12/2023 17:00;3,56
23/12/2023 16:00;3,86
23/12/2023 15:00;3,64
23/12/2023 14:00;4,81
23/12/2023 13:00;5,92
23/12/2023 12:00;6,76
23/12/2023 11:00;7,49
23/12/2023 10:00;9,54
23/12/2023 9:00;17,9
23/12/2023 8:00;19,95
23/12/2023 7:00;22,76
23/12/2023 6:00;17,67
23/12/2023 5:00;17,55
23/12/2023 4:00;14,36
23/12/2023 3:00;11,41
23/12/2023 2:00;10,97
23/12/2023 1:00;9,25
23/12/2023 0:00;8,86
22/12/2023 23:00;8,48
22/12/2023 22:00;9,37
22/12/2023 21:00;8,44
22/12/2023 20:00;8,96
22/12/2023 19:00;7,77
22/12/2023 18:00;6,98
22/12/2023 17:00;6,17
22/12/2023 16:00;6,79
22/12/2023 15:00;6,45
22/12/2023 14:00;6,19
22/12/2023 13:00;5,39
22/12/2023 12:00;5,68
22/12/2023 11:00;6,44
22/12/2023 10:00;9,35
22/12/2023 9:00;12,25
22/12/2023 8:00;14,04
22/12/2023 7:00;11,68
22/12/2023 6:00;12,41
22/12/2023 5:00;9,93
22/12/2023 4:00;9,3
22/12/2023 3:00;10,41
22/12/2023 2:00;10,14
